Test: [20/302]	Time 2.371 (2.044)	Loss 0.0098 (0.7506)	Prec@1 100.000 (75.446)	Prec@5 100.000 (97.173)
Test: [40/302]	Time 1.706 (2.004)	Loss 1.0547 (0.7656)	Prec@1 46.875 (72.942)	Prec@5 100.000 (97.713)
Test: [60/302]	Time 2.028 (2.038)	Loss 0.7413 (0.7711)	Prec@1 78.125 (73.361)	Prec@5 100.000 (97.541)
Test: [80/302]	Time 1.891 (2.037)	Loss 0.8229 (0.8467)	Prec@1 75.000 (72.994)	Prec@5 96.875 (97.492)
Test: [100/302]	Time 1.851 (2.051)	Loss 1.0809 (0.8343)	Prec@1 59.375 (72.958)	Prec@5 96.875 (97.432)
Test: [120/302]	Time 2.421 (2.031)	Loss 2.3231 (0.8608)	Prec@1 37.500 (72.082)	Prec@5 100.000 (97.340)
Test: [140/302]	Time 1.787 (2.051)	Loss 0.4346 (0.8619)	Prec@1 84.375 (72.185)	Prec@5 96.875 (97.185)
Test: [160/302]	Time 2.208 (2.051)	Loss 0.0013 (0.8426)	Prec@1 100.000 (73.078)	Prec@5 100.000 (97.224)
Test: [180/302]	Time 1.769 (2.041)	Loss 1.3950 (0.8905)	Prec@1 59.375 (71.771)	Prec@5 93.750 (97.134)
Test: [200/302]	Time 1.817 (2.032)	Loss 0.8979 (0.8872)	Prec@1 68.750 (72.062)	Prec@5 96.875 (96.984)
Test: [220/302]	Time 2.231 (2.034)	Loss 0.0201 (0.8935)	Prec@1 100.000 (71.521)	Prec@5 100.000 (97.130)
Test: [240/302]	Time 2.168 (2.036)	Loss 4.3794 (0.9222)	Prec@1 0.000 (70.747)	Prec@5 100.000 (97.160)
Test: [260/302]	Time 1.850 (2.033)	Loss 0.8636 (0.9324)	Prec@1 68.750 (70.223)	Prec@5 96.875 (96.899)
Test: [280/302]	Time 1.798 (2.025)	Loss 0.0000 (0.9266)	Prec@1 100.000 (70.196)	Prec@5 100.000 (96.819)
Test: [300/302]	Time 1.703 (2.021)	Loss 1.0468 (0.9507)	Prec@1 53.125 (69.414)	Prec@5 100.000 (96.667)
Testing Results: Prec@1 69.354 Prec@5 96.664 Loss 0.95193
Best Prec@1: 69.478

Epoch: [6][0/3789], lr: 0.00100	Time 4.011 (4.011)	Data 3.220 (3.220)	Loss 0.5610 (0.5610)	Prec@1 75.000 (75.000)	Prec@5 100.000 (100.000)
Epoch: [6][20/3789], lr: 0.00100	Time 3.684 (3.623)	Data 2.872 (2.836)	Loss 0.6394 (0.4684)	Prec@1 81.250 (82.887)	Prec@5 93.750 (97.768)
Epoch: [6][40/3789], lr: 0.00100	Time 3.499 (3.510)	Data 2.698 (2.722)	Loss 0.5207 (0.4387)	Prec@1 81.250 (84.299)	Prec@5 100.000 (98.323)
Epoch: [6][60/3789], lr: 0.00100	Time 3.745 (3.478)	Data 2.957 (2.689)	Loss 0.4379 (0.4341)	Prec@1 87.500 (84.734)	Prec@5 96.875 (98.412)
Epoch: [6][80/3789], lr: 0.00100	Time 3.662 (3.471)	Data 2.869 (2.681)	Loss 0.4281 (0.4494)	Prec@1 78.125 (84.066)	Prec@5 100.000 (98.380)
Epoch: [6][100/3789], lr: 0.00100	Time 3.648 (3.446)	Data 2.859 (2.655)	Loss 0.2106 (0.4617)	Prec@1 93.750 (83.509)	Prec@5 100.000 (98.422)
Epoch: [6][120/3789], lr: 0.00100	Time 3.757 (3.445)	Data 2.962 (2.654)	Loss 0.2986 (0.4561)	Prec@1 84.375 (83.497)	Prec@5 100.000 (98.605)
Epoch: [6][140/3789], lr: 0.00100	Time 3.945 (3.435)	Data 3.128 (2.642)	Loss 0.3234 (0.4629)	Prec@1 87.500 (83.112)	Prec@5 100.000 (98.604)
Epoch: [6][160/3789], lr: 0.00100	Time 3.489 (3.439)	Data 2.721 (2.646)	Loss 0.3726 (0.4623)	Prec@1 90.625 (83.346)	Prec@5 96.875 (98.505)
Epoch: [6][180/3789], lr: 0.00100	Time 3.857 (3.440)	Data 3.076 (2.646)	Loss 0.6777 (0.4655)	Prec@1 71.875 (83.063)	Prec@5 100.000 (98.515)
Epoch: [6][200/3789], lr: 0.00100	Time 3.525 (3.441)	Data 2.739 (2.647)	Loss 0.2551 (0.4625)	Prec@1 93.750 (83.131)	Prec@5 100.000 (98.570)
Epoch: [6][220/3789], lr: 0.00100	Time 3.527 (3.432)	Data 2.730 (2.638)	Loss 0.4051 (0.4635)	Prec@1 84.375 (82.989)	Prec@5 100.000 (98.671)
Epoch: [6][240/3789], lr: 0.00100	Time 3.369 (3.435)	Data 2.591 (2.641)	Loss 0.3341 (0.4617)	Prec@1 81.250 (83.091)	Prec@5 100.000 (98.664)
Epoch: [6][260/3789], lr: 0.00100	Time 3.324 (3.437)	Data 2.524 (2.643)	Loss 0.2566 (0.4616)	Prec@1 96.875 (83.130)	Prec@5 100.000 (98.635)
Epoch: [6][280/3789], lr: 0.00100	Time 3.045 (3.434)	Data 2.283 (2.640)	Loss 0.4918 (0.4613)	Prec@1 81.250 (83.152)	Prec@5 100.000 (98.621)
Epoch: [6][300/3789], lr: 0.00100	Time 3.325 (3.437)	Data 2.528 (2.644)	Loss 0.4278 (0.4661)	Prec@1 87.500 (83.015)	Prec@5 100.000 (98.630)
Epoch: [6][320/3789], lr: 0.00100	Time 3.689 (3.439)	Data 2.913 (2.645)	Loss 0.4211 (0.4673)	Prec@1 90.625 (83.061)	Prec@5 96.875 (98.569)
Epoch: [6][340/3789], lr: 0.00100	Time 3.257 (3.427)	Data 2.311 (2.633)	Loss 0.6879 (0.4703)	Prec@1 78.125 (82.845)	Prec@5 90.625 (98.515)
Epoch: [6][360/3789], lr: 0.00100	Time 3.444 (3.428)	Data 2.655 (2.634)	Loss 0.5649 (0.4682)	Prec@1 75.000 (82.947)	Prec@5 100.000 (98.528)
Epoch: [6][380/3789], lr: 0.00100	Time 3.337 (3.423)	Data 2.533 (2.629)	Loss 0.5332 (0.4670)	Prec@1 84.375 (82.940)	Prec@5 93.750 (98.540)
Epoch: [6][400/3789], lr: 0.00100	Time 3.585 (3.424)	Data 2.762 (2.629)	Loss 0.5657 (0.4666)	Prec@1 78.125 (82.964)	Prec@5 96.875 (98.550)
Epoch: [6][420/3789], lr: 0.00100	Time 3.121 (3.419)	Data 2.345 (2.625)	Loss 0.3811 (0.4682)	Prec@1 87.500 (82.898)	Prec@5 96.875 (98.515)
Epoch: [6][440/3789], lr: 0.00100	Time 3.279 (3.416)	Data 2.480 (2.622)	Loss 0.6077 (0.4680)	Prec@1 81.250 (82.937)	Prec@5 96.875 (98.505)
Epoch: [6][460/3789], lr: 0.00100	Time 3.302 (3.413)	Data 2.516 (2.619)	Loss 0.5127 (0.4670)	Prec@1 81.250 (82.985)	Prec@5 100.000 (98.529)
Epoch: [6][480/3789], lr: 0.00100	Time 3.409 (3.410)	Data 2.620 (2.617)	Loss 0.6123 (0.4675)	Prec@1 84.375 (83.056)	Prec@5 90.625 (98.512)
Epoch: [6][500/3789], lr: 0.00100	Time 3.498 (3.410)	Data 2.687 (2.616)	Loss 0.4257 (0.4676)	Prec@1 84.375 (83.065)	Prec@5 96.875 (98.484)
Epoch: [6][520/3789], lr: 0.00100	Time 2.984 (3.414)	Data 2.192 (2.620)	Loss 0.3850 (0.4684)	Prec@1 90.625 (83.085)	Prec@5 100.000 (98.458)
Epoch: [6][540/3789], lr: 0.00100	Time 3.396 (3.413)	Data 2.583 (2.620)	Loss 0.2782 (0.4676)	Prec@1 87.500 (83.110)	Prec@5 100.000 (98.475)
Epoch: [6][560/3789], lr: 0.00100	Time 3.302 (3.414)	Data 2.476 (2.620)	Loss 0.4552 (0.4695)	Prec@1 81.250 (83.111)	Prec@5 100.000 (98.468)
Epoch: [6][580/3789], lr: 0.00100	Time 3.915 (3.412)	Data 3.139 (2.618)	Loss 0.2262 (0.4696)	Prec@1 90.625 (83.154)	Prec@5 100.000 (98.456)
Epoch: [6][600/3789], lr: 0.00100	Time 3.399 (3.410)	Data 2.646 (2.617)	Loss 0.4363 (0.4705)	Prec@1 81.250 (83.143)	Prec@5 96.875 (98.456)
Epoch: [6][620/3789], lr: 0.00100	Time 3.364 (3.411)	Data 2.594 (2.617)	Loss 0.5682 (0.4720)	Prec@1 75.000 (83.122)	Prec@5 100.000 (98.445)
Epoch: [6][640/3789], lr: 0.00100	Time 3.555 (3.412)	Data 2.760 (2.619)	Loss 0.5145 (0.4748)	Prec@1 71.875 (83.020)	Prec@5 100.000 (98.406)
Epoch: [6][660/3789], lr: 0.00100	Time 3.582 (3.421)	Data 2.761 (2.628)	Loss 0.6237 (0.4763)	Prec@1 81.250 (82.980)	Prec@5 93.750 (98.383)
Epoch: [6][680/3789], lr: 0.00100	Time 3.534 (3.422)	Data 2.739 (2.628)	Loss 0.5767 (0.4758)	Prec@1 81.250 (82.994)	Prec@5 96.875 (98.403)
Epoch: [6][700/3789], lr: 0.00100	Time 3.545 (3.424)	Data 2.735 (2.630)	Loss 0.3272 (0.4776)	Prec@1 90.625 (82.926)	Prec@5 100.000 (98.417)
Epoch: [6][720/3789], lr: 0.00100	Time 3.197 (3.426)	Data 2.394 (2.633)	Loss 0.4365 (0.4772)	Prec@1 81.250 (82.958)	Prec@5 96.875 (98.414)
Epoch: [6][740/3789], lr: 0.00100	Time 3.671 (3.429)	Data 2.865 (2.635)	Loss 0.5272 (0.4775)	Prec@1 84.375 (82.950)	Prec@5 93.750 (98.410)
Epoch: [6][760/3789], lr: 0.00100	Time 3.740 (3.427)	Data 2.957 (2.634)	Loss 0.7234 (0.4772)	Prec@1 78.125 (82.950)	Prec@5 93.750 (98.419)
Epoch: [6][780/3789], lr: 0.00100	Time 3.212 (3.424)	Data 2.428 (2.631)	Loss 0.4509 (0.4768)	Prec@1 78.125 (82.971)	Prec@5 96.875 (98.431)
Epoch: [6][800/3789], lr: 0.00100	Time 3.243 (3.421)	Data 2.447 (2.628)	Loss 0.4215 (0.4760)	Prec@1 87.500 (83.010)	Prec@5 100.000 (98.420)
Epoch: [6][820/3789], lr: 0.00100	Time 3.364 (3.420)	Data 2.569 (2.627)	Loss 0.4504 (0.4739)	Prec@1 81.250 (83.073)	Prec@5 100.000 (98.439)
Epoch: [6][840/3789], lr: 0.00100	Time 3.412 (3.423)	Data 2.595 (2.630)	Loss 0.5270 (0.4744)	Prec@1 84.375 (83.056)	Prec@5 100.000 (98.436)
Epoch: [6][860/3789], lr: 0.00100	Time 3.408 (3.425)	Data 2.629 (2.632)	Loss 0.3923 (0.4744)	Prec@1 81.250 (83.047)	Prec@5 100.000 (98.425)
Epoch: [6][880/3789], lr: 0.00100	Time 3.490 (3.424)	Data 2.699 (2.631)	Loss 0.8969 (0.4744)	Prec@1 71.875 (83.024)	Prec@5 93.750 (98.429)
Epoch: [6][900/3789], lr: 0.00100	Time 3.517 (3.425)	Data 2.676 (2.632)	Loss 0.6261 (0.4757)	Prec@1 81.250 (82.981)	Prec@5 93.750 (98.422)
Epoch: [6][920/3789], lr: 0.00100	Time 3.058 (3.423)	Data 2.269 (2.630)	Loss 0.2357 (0.4760)	Prec@1 90.625 (82.997)	Prec@5 100.000 (98.419)
Epoch: [6][940/3789], lr: 0.00100	Time 3.015 (3.424)	Data 2.166 (2.631)	Loss 0.3566 (0.4757)	Prec@1 87.500 (83.010)	Prec@5 100.000 (98.416)
Epoch: [6][960/3789], lr: 0.00100	Time 4.060 (3.424)	Data 3.262 (2.631)	Loss 0.6018 (0.4754)	Prec@1 75.000 (83.009)	Prec@5 93.750 (98.410)
Epoch: [6][980/3789], lr: 0.00100	Time 3.086 (3.425)	Data 2.316 (2.631)	Loss 0.6683 (0.4760)	Prec@1 75.000 (82.970)	Prec@5 93.750 (98.404)
Epoch: [6][1000/3789], lr: 0.00100	Time 3.341 (3.426)	Data 2.510 (2.632)	Loss 0.1626 (0.4751)	Prec@1 93.750 (82.986)	Prec@5 100.000 (98.408)
Epoch: [6][1020/3789], lr: 0.00100	Time 4.040 (3.427)	Data 3.241 (2.634)	Loss 0.1960 (0.4738)	Prec@1 93.750 (82.995)	Prec@5 100.000 (98.415)
Epoch: [6][1040/3789], lr: 0.00100	Time 3.200 (3.428)	Data 2.412 (2.635)	Loss 0.3818 (0.4739)	Prec@1 87.500 (82.979)	Prec@5 96.875 (98.412)
Epoch: [6][1060/3789], lr: 0.00100	Time 3.272 (3.427)	Data 2.464 (2.633)	Loss 0.2838 (0.4750)	Prec@1 90.625 (82.967)	Prec@5 100.000 (98.415)
Epoch: [6][1080/3789], lr: 0.00100	Time 3.590 (3.425)	Data 2.799 (2.632)	Loss 0.5031 (0.4749)	Prec@1 81.250 (82.961)	Prec@5 96.875 (98.419)
Epoch: [6][1100/3789], lr: 0.00100	Time 3.629 (3.426)	Data 2.823 (2.632)	Loss 0.4499 (0.4752)	Prec@1 84.375 (82.959)	Prec@5 93.750 (98.402)
Epoch: [6][1120/3789], lr: 0.00100	Time 3.150 (3.426)	Data 2.344 (2.632)	Loss 0.4970 (0.4755)	Prec@1 84.375 (82.937)	Prec@5 93.750 (98.397)
Epoch: [6][1140/3789], lr: 0.00100	Time 3.482 (3.427)	Data 2.664 (2.633)	Loss 0.4221 (0.4749)	Prec@1 81.250 (82.929)	Prec@5 100.000 (98.403)
Epoch: [6][1160/3789], lr: 0.00100	Time 3.373 (3.426)	Data 2.567 (2.632)	Loss 0.5011 (0.4760)	Prec@1 71.875 (82.916)	Prec@5 100.000 (98.393)
Epoch: [6][1180/3789], lr: 0.00100	Time 3.226 (3.426)	Data 2.465 (2.632)	Loss 0.4830 (0.4763)	Prec@1 84.375 (82.893)	Prec@5 96.875 (98.394)
Epoch: [6][1200/3789], lr: 0.00100	Time 3.557 (3.426)	Data 2.747 (2.632)	Loss 0.3280 (0.4768)	Prec@1 87.500 (82.871)	Prec@5 100.000 (98.387)
Epoch: [6][1220/3789], lr: 0.00100	Time 3.401 (3.426)	Data 2.572 (2.632)	Loss 0.4047 (0.4774)	Prec@1 78.125 (82.852)	Prec@5 100.000 (98.390)
Epoch: [6][1240/3789], lr: 0.00100	Time 3.500 (3.426)	Data 2.722 (2.632)	Loss 0.7719 (0.4781)	Prec@1 87.500 (82.836)	Prec@5 93.750 (98.383)
Epoch: [6][1260/3789], lr: 0.00100	Time 3.564 (3.426)	Data 2.758 (2.632)	Loss 0.4414 (0.4781)	Prec@1 87.500 (82.853)	Prec@5 100.000 (98.374)
Epoch: [6][1280/3789], lr: 0.00100	Time 3.728 (3.425)	Data 2.891 (2.632)	Loss 0.4740 (0.4775)	Prec@1 84.375 (82.875)	Prec@5 100.000 (98.380)
Epoch: [6][1300/3789], lr: 0.00100	Time 3.434 (3.426)	Data 2.649 (2.632)	Loss 0.4890 (0.4762)	Prec@1 87.500 (82.915)	Prec@5 96.875 (98.393)
Epoch: [6][1320/3789], lr: 0.00100	Time 3.278 (3.428)	Data 2.517 (2.634)	Loss 0.4492 (0.4762)	Prec@1 87.500 (82.908)	Prec@5 93.750 (98.398)
Epoch: [6][1340/3789], lr: 0.00100	Time 3.576 (3.429)	Data 2.787 (2.635)	Loss 0.8401 (0.4760)	Prec@1 62.500 (82.893)	Prec@5 96.875 (98.399)
Epoch: [6][1360/3789], lr: 0.00100	Time 3.641 (3.429)	Data 2.833 (2.635)	Loss 0.8649 (0.4762)	Prec@1 78.125 (82.905)	Prec@5 87.500 (98.393)
Epoch: [6][1380/3789], lr: 0.00100	Time 3.179 (3.429)	Data 2.369 (2.635)	Loss 0.8194 (0.4765)	Prec@1 71.875 (82.909)	Prec@5 96.875 (98.389)
Epoch: [6][1400/3789], lr: 0.00100	Time 3.455 (3.428)	Data 2.628 (2.634)	Loss 0.4936 (0.4766)	Prec@1 84.375 (82.918)	Prec@5 96.875 (98.394)
Epoch: [6][1420/3789], lr: 0.00100	Time 3.820 (3.429)	Data 3.027 (2.635)	Loss 0.6432 (0.4756)	Prec@1 75.000 (82.963)	Prec@5 100.000 (98.406)
Epoch: [6][1440/3789], lr: 0.00100	Time 3.566 (3.427)	Data 2.774 (2.633)	Loss 0.6769 (0.4760)	Prec@1 78.125 (82.955)	Prec@5 100.000 (98.400)
Epoch: [6][1460/3789], lr: 0.00100	Time 2.957 (3.428)	Data 2.156 (2.634)	Loss 0.8642 (0.4761)	Prec@1 68.750 (82.963)	Prec@5 87.500 (98.392)
Epoch: [6][1480/3789], lr: 0.00100	Time 3.356 (3.428)	Data 2.568 (2.634)	Loss 0.4784 (0.4759)	Prec@1 78.125 (82.978)	Prec@5 100.000 (98.398)
Epoch: [6][1500/3789], lr: 0.00100	Time 3.354 (3.429)	Data 2.539 (2.635)	Loss 0.3300 (0.4753)	Prec@1 93.750 (83.007)	Prec@5 100.000 (98.399)
Epoch: [6][1520/3789], lr: 0.00100	Time 3.340 (3.429)	Data 2.525 (2.635)	Loss 0.4223 (0.4750)	Prec@1 84.375 (83.015)	Prec@5 100.000 (98.402)
Epoch: [6][1540/3789], lr: 0.00100	Time 3.209 (3.429)	Data 2.401 (2.635)	Loss 0.4095 (0.4752)	Prec@1 84.375 (83.026)	Prec@5 100.000 (98.406)
Epoch: [6][1560/3789], lr: 0.00100	Time 3.821 (3.428)	Data 3.041 (2.634)	Loss 0.1640 (0.4753)	Prec@1 96.875 (83.016)	Prec@5 100.000 (98.408)
Epoch: [6][1580/3789], lr: 0.00100	Time 3.671 (3.427)	Data 2.881 (2.633)	Loss 0.5393 (0.4757)	Prec@1 84.375 (82.989)	Prec@5 100.000 (98.419)
Epoch: [6][1600/3789], lr: 0.00100	Time 3.079 (3.428)	Data 2.271 (2.633)	Loss 0.5261 (0.4759)	Prec@1 75.000 (82.981)	Prec@5 100.000 (98.425)
Epoch: [6][1620/3789], lr: 0.00100	Time 3.317 (3.428)	Data 2.538 (2.634)	Loss 0.5203 (0.4757)	Prec@1 84.375 (82.999)	Prec@5 96.875 (98.411)
Epoch: [6][1640/3789], lr: 0.00100	Time 2.993 (3.428)	Data 2.206 (2.634)	Loss 0.3642 (0.4755)	Prec@1 90.625 (82.998)	Prec@5 100.000 (98.414)
Epoch: [6][1660/3789], lr: 0.00100	Time 3.141 (3.428)	Data 2.340 (2.633)	Loss 0.5541 (0.4754)	Prec@1 87.500 (83.011)	Prec@5 100.000 (98.416)
Epoch: [6][1680/3789], lr: 0.00100	Time 3.778 (3.429)	Data 2.937 (2.635)	Loss 0.3819 (0.4750)	Prec@1 87.500 (83.022)	Prec@5 100.000 (98.418)
Epoch: [6][1700/3789], lr: 0.00100	Time 3.643 (3.428)	Data 2.847 (2.634)	Loss 0.5320 (0.4748)	Prec@1 78.125 (83.032)	Prec@5 100.000 (98.411)
Epoch: [6][1720/3789], lr: 0.00100	Time 3.505 (3.430)	Data 2.706 (2.635)	Loss 0.2916 (0.4749)	Prec@1 90.625 (83.037)	Prec@5 100.000 (98.404)
Epoch: [6][1740/3789], lr: 0.00100	Time 3.673 (3.431)	Data 2.877 (2.637)	Loss 0.4894 (0.4756)	Prec@1 81.250 (83.011)	Prec@5 100.000 (98.404)
Epoch: [6][1760/3789], lr: 0.00100	Time 3.568 (3.432)	Data 2.782 (2.637)	Loss 0.3792 (0.4755)	Prec@1 81.250 (83.010)	Prec@5 100.000 (98.408)
Epoch: [6][1780/3789], lr: 0.00100	Time 3.692 (3.432)	Data 2.875 (2.638)	Loss 0.5917 (0.4749)	Prec@1 81.250 (83.029)	Prec@5 96.875 (98.419)
Epoch: [6][1800/3789], lr: 0.00100	Time 3.250 (3.432)	Data 2.437 (2.638)	Loss 0.5527 (0.4752)	Prec@1 87.500 (83.023)	Prec@5 96.875 (98.412)
Epoch: [6][1820/3789], lr: 0.00100	Time 3.851 (3.434)	Data 3.083 (2.639)	Loss 0.4824 (0.4756)	Prec@1 81.250 (82.999)	Prec@5 96.875 (98.401)
Epoch: [6][1840/3789], lr: 0.00100	Time 3.568 (3.434)	Data 2.790 (2.640)	Loss 0.3324 (0.4756)	Prec@1 90.625 (83.000)	Prec@5 100.000 (98.403)
Epoch: [6][1860/3789], lr: 0.00100	Time 3.139 (3.435)	Data 2.290 (2.640)	Loss 0.5073 (0.4757)	Prec@1 71.875 (82.988)	Prec@5 100.000 (98.408)
Epoch: [6][1880/3789], lr: 0.00100	Time 3.699 (3.436)	Data 2.892 (2.641)	Loss 0.4836 (0.4749)	Prec@1 78.125 (83.014)	Prec@5 100.000 (98.420)
Epoch: [6][1900/3789], lr: 0.00100	Time 3.466 (3.436)	Data 2.672 (2.642)	Loss 0.4428 (0.4756)	Prec@1 81.250 (83.002)	Prec@5 96.875 (98.409)
Epoch: [6][1920/3789], lr: 0.00100	Time 3.631 (3.439)	Data 2.844 (2.645)	Loss 0.4342 (0.4756)	Prec@1 81.250 (83.012)	Prec@5 100.000 (98.409)
Epoch: [6][1940/3789], lr: 0.00100	Time 3.849 (3.439)	Data 3.053 (2.645)	Loss 0.2965 (0.4757)	Prec@1 87.500 (83.013)	Prec@5 100.000 (98.408)
Epoch: [6][1960/3789], lr: 0.00100	Time 3.231 (3.439)	Data 2.437 (2.645)	Loss 0.6641 (0.4757)	Prec@1 68.750 (83.020)	Prec@5 96.875 (98.408)
Epoch: [6][1980/3789], lr: 0.00100	Time 3.355 (3.439)	Data 2.555 (2.645)	Loss 0.6119 (0.4759)	Prec@1 81.250 (83.028)	Prec@5 96.875 (98.400)
Epoch: [6][2000/3789], lr: 0.00100	Time 3.598 (3.440)	Data 2.804 (2.645)	Loss 0.2252 (0.4762)	Prec@1 93.750 (83.018)	Prec@5 100.000 (98.401)
Epoch: [6][2020/3789], lr: 0.00100	Time 3.654 (3.440)	Data 2.859 (2.645)	Loss 0.2862 (0.4756)	Prec@1 87.500 (83.045)	Prec@5 100.000 (98.407)
Epoch: [6][2040/3789], lr: 0.00100	Time 3.840 (3.440)	Data 3.061 (2.646)	Loss 0.4213 (0.4749)	Prec@1 81.250 (83.064)	Prec@5 100.000 (98.415)
Epoch: [6][2060/3789], lr: 0.00100	Time 3.325 (3.440)	Data 2.550 (2.645)	Loss 0.2562 (0.4753)	Prec@1 93.750 (83.047)	Prec@5 100.000 (98.417)
Epoch: [6][2080/3789], lr: 0.00100	Time 3.380 (3.440)	Data 2.563 (2.645)	Loss 0.2967 (0.4756)	Prec@1 90.625 (83.029)	Prec@5 100.000 (98.420)
Epoch: [6][2100/3789], lr: 0.00100	Time 2.892 (3.439)	Data 2.076 (2.645)	Loss 0.2090 (0.4755)	Prec@1 93.750 (83.030)	Prec@5 100.000 (98.419)
Epoch: [6][2120/3789], lr: 0.00100	Time 3.148 (3.439)	Data 2.381 (2.645)	Loss 0.3141 (0.4751)	Prec@1 90.625 (83.043)	Prec@5 100.000 (98.421)
Epoch: [6][2140/3789], lr: 0.00100	Time 3.419 (3.439)	Data 2.639 (2.645)	Loss 0.5998 (0.4756)	Prec@1 78.125 (83.019)	Prec@5 96.875 (98.415)
Epoch: [6][2160/3789], lr: 0.00100	Time 3.318 (3.439)	Data 2.524 (2.644)	Loss 0.8610 (0.4759)	Prec@1 75.000 (83.008)	Prec@5 93.750 (98.409)
Epoch: [6][2180/3789], lr: 0.00100	Time 3.802 (3.439)	Data 3.030 (2.645)	Loss 0.5952 (0.4756)	Prec@1 81.250 (83.015)	Prec@5 100.000 (98.414)
Epoch: [6][2200/3789], lr: 0.00100	Time 2.906 (3.439)	Data 2.121 (2.645)	Loss 0.3792 (0.4757)	Prec@1 87.500 (83.018)	Prec@5 96.875 (98.410)
Epoch: [6][2220/3789], lr: 0.00100	Time 3.496 (3.439)	Data 2.701 (2.644)	Loss 0.5389 (0.4760)	Prec@1 75.000 (82.995)	Prec@5 96.875 (98.414)
Epoch: [6][2240/3789], lr: 0.00100	Time 3.515 (3.438)	Data 2.712 (2.644)	Loss 0.3534 (0.4759)	Prec@1 84.375 (83.001)	Prec@5 100.000 (98.412)
Epoch: [6][2260/3789], lr: 0.00100	Time 3.518 (3.438)	Data 2.751 (2.643)	Loss 0.2095 (0.4763)	Prec@1 90.625 (82.998)	Prec@5 100.000 (98.412)
Epoch: [6][2280/3789], lr: 0.00100	Time 3.145 (3.437)	Data 2.354 (2.643)	Loss 0.4362 (0.4766)	Prec@1 81.250 (82.997)	Prec@5 100.000 (98.412)
Epoch: [6][2300/3789], lr: 0.00100	Time 3.420 (3.437)	Data 2.631 (2.643)	Loss 0.5215 (0.4770)	Prec@1 75.000 (82.986)	Prec@5 100.000 (98.411)
Epoch: [6][2320/3789], lr: 0.00100	Time 3.785 (3.437)	Data 2.989 (2.643)	Loss 0.2570 (0.4767)	Prec@1 93.750 (82.987)	Prec@5 100.000 (98.409)
Epoch: [6][2340/3789], lr: 0.00100	Time 3.452 (3.438)	Data 2.632 (2.644)	Loss 0.5103 (0.4772)	Prec@1 81.250 (82.968)	Prec@5 100.000 (98.410)
Epoch: [6][2360/3789], lr: 0.00100	Time 3.500 (3.438)	Data 2.724 (2.644)	Loss 0.5541 (0.4767)	Prec@1 81.250 (82.991)	Prec@5 100.000 (98.417)
Epoch: [6][2380/3789], lr: 0.00100	Time 3.468 (3.438)	Data 2.678 (2.644)	Loss 0.3902 (0.4765)	Prec@1 84.375 (82.996)	Prec@5 96.875 (98.415)
Epoch: [6][2400/3789], lr: 0.00100	Time 3.293 (3.437)	Data 2.505 (2.643)	Loss 0.4022 (0.4766)	Prec@1 87.500 (82.995)	Prec@5 96.875 (98.411)
Epoch: [6][2420/3789], lr: 0.00100	Time 3.105 (3.437)	Data 2.302 (2.643)	Loss 0.5640 (0.4769)	Prec@1 84.375 (82.982)	Prec@5 100.000 (98.410)
Epoch: [6][2440/3789], lr: 0.00100	Time 3.448 (3.437)	Data 2.658 (2.643)	Loss 0.4538 (0.4763)	Prec@1 81.250 (83.014)	Prec@5 100.000 (98.414)
Epoch: [6][2460/3789], lr: 0.00100	Time 3.450 (3.437)	Data 2.606 (2.643)	Loss 0.7701 (0.4761)	Prec@1 71.875 (83.019)	Prec@5 96.875 (98.411)
Epoch: [6][2480/3789], lr: 0.00100	Time 3.410 (3.437)	Data 2.634 (2.643)	Loss 0.5182 (0.4764)	Prec@1 81.250 (83.007)	Prec@5 100.000 (98.413)
Epoch: [6][2500/3789], lr: 0.00100	Time 3.541 (3.436)	Data 2.768 (2.642)	Loss 0.1363 (0.4765)	Prec@1 96.875 (83.003)	Prec@5 100.000 (98.411)
Epoch: [6][2520/3789], lr: 0.00100	Time 3.293 (3.435)	Data 2.514 (2.641)	Loss 0.4442 (0.4765)	Prec@1 84.375 (82.990)	Prec@5 100.000 (98.417)
Epoch: [6][2540/3789], lr: 0.00100	Time 3.784 (3.435)	Data 3.009 (2.641)	Loss 0.2939 (0.4770)	Prec@1 90.625 (82.959)	Prec@5 96.875 (98.416)
Epoch: [6][2560/3789], lr: 0.00100	Time 3.349 (3.435)	Data 2.553 (2.641)	Loss 0.2914 (0.4770)	Prec@1 90.625 (82.962)	Prec@5 100.000 (98.415)
Epoch: [6][2580/3789], lr: 0.00100	Time 2.621 (3.434)	Data 1.818 (2.640)	Loss 0.6725 (0.4768)	Prec@1 81.250 (82.973)	Prec@5 96.875 (98.413)
Epoch: [6][2600/3789], lr: 0.00100	Time 4.209 (3.435)	Data 3.412 (2.641)	Loss 0.6593 (0.4766)	Prec@1 71.875 (82.967)	Prec@5 100.000 (98.416)
Epoch: [6][2620/3789], lr: 0.00100	Time 3.336 (3.435)	Data 2.503 (2.641)	Loss 0.4808 (0.4766)	Prec@1 84.375 (82.968)	Prec@5 100.000 (98.423)
Epoch: [6][2640/3789], lr: 0.00100	Time 3.411 (3.437)	Data 2.591 (2.643)	Loss 0.3978 (0.4770)	Prec@1 84.375 (82.953)	Prec@5 100.000 (98.414)
