Epoch: [0][2880/3789], lr: 0.00100	Time 4.341 (4.357)	Data 3.577 (3.577)	Loss 0.7645 (1.0900)	Prec@1 78.125 (66.150)	Prec@5 93.750 (92.046)
Epoch: [0][2900/3789], lr: 0.00100	Time 4.289 (4.357)	Data 3.491 (3.576)	Loss 1.0118 (1.0883)	Prec@1 62.500 (66.189)	Prec@5 93.750 (92.064)
Epoch: [0][2920/3789], lr: 0.00100	Time 4.298 (4.358)	Data 3.539 (3.577)	Loss 0.7011 (1.0858)	Prec@1 81.250 (66.254)	Prec@5 93.750 (92.097)
Epoch: [0][2940/3789], lr: 0.00100	Time 4.286 (4.358)	Data 3.534 (3.577)	Loss 0.9560 (1.0843)	Prec@1 68.750 (66.295)	Prec@5 93.750 (92.117)
Epoch: [0][2960/3789], lr: 0.00100	Time 4.255 (4.358)	Data 3.476 (3.577)	Loss 0.7612 (1.0827)	Prec@1 75.000 (66.325)	Prec@5 93.750 (92.133)
Epoch: [0][2980/3789], lr: 0.00100	Time 4.073 (4.357)	Data 3.302 (3.577)	Loss 0.8363 (1.0810)	Prec@1 81.250 (66.372)	Prec@5 90.625 (92.157)
Epoch: [0][3000/3789], lr: 0.00100	Time 4.208 (4.358)	Data 3.423 (3.577)	Loss 0.5767 (1.0793)	Prec@1 84.375 (66.423)	Prec@5 100.000 (92.178)
Epoch: [0][3020/3789], lr: 0.00100	Time 4.449 (4.358)	Data 3.668 (3.578)	Loss 1.1785 (1.0774)	Prec@1 59.375 (66.462)	Prec@5 96.875 (92.209)
Epoch: [0][3040/3789], lr: 0.00100	Time 4.504 (4.359)	Data 3.747 (3.578)	Loss 0.8011 (1.0758)	Prec@1 75.000 (66.498)	Prec@5 96.875 (92.230)
Epoch: [0][3060/3789], lr: 0.00100	Time 4.350 (4.358)	Data 3.545 (3.578)	Loss 1.1580 (1.0745)	Prec@1 59.375 (66.527)	Prec@5 96.875 (92.254)
Epoch: [0][3080/3789], lr: 0.00100	Time 4.640 (4.358)	Data 3.848 (3.578)	Loss 0.7074 (1.0736)	Prec@1 78.125 (66.547)	Prec@5 100.000 (92.271)
Epoch: [0][3100/3789], lr: 0.00100	Time 4.295 (4.358)	Data 3.534 (3.578)	Loss 0.5945 (1.0717)	Prec@1 84.375 (66.588)	Prec@5 96.875 (92.296)
Epoch: [0][3120/3789], lr: 0.00100	Time 4.370 (4.358)	Data 3.590 (3.578)	Loss 1.0163 (1.0704)	Prec@1 68.750 (66.623)	Prec@5 93.750 (92.307)
Epoch: [0][3140/3789], lr: 0.00100	Time 4.616 (4.359)	Data 3.848 (3.578)	Loss 0.9858 (1.0687)	Prec@1 65.625 (66.663)	Prec@5 87.500 (92.334)
Epoch: [0][3160/3789], lr: 0.00100	Time 4.288 (4.359)	Data 3.537 (3.578)	Loss 1.0918 (1.0677)	Prec@1 71.875 (66.696)	Prec@5 93.750 (92.341)
Epoch: [0][3180/3789], lr: 0.00100	Time 3.693 (4.358)	Data 2.929 (3.578)	Loss 0.8940 (1.0661)	Prec@1 68.750 (66.734)	Prec@5 93.750 (92.356)
Epoch: [0][3200/3789], lr: 0.00100	Time 3.906 (4.359)	Data 3.150 (3.578)	Loss 1.1542 (1.0648)	Prec@1 62.500 (66.768)	Prec@5 90.625 (92.372)
Epoch: [0][3220/3789], lr: 0.00100	Time 4.399 (4.359)	Data 3.629 (3.579)	Loss 0.7643 (1.0630)	Prec@1 81.250 (66.828)	Prec@5 93.750 (92.393)
Epoch: [0][3240/3789], lr: 0.00100	Time 4.688 (4.359)	Data 3.912 (3.579)	Loss 0.5810 (1.0616)	Prec@1 84.375 (66.868)	Prec@5 96.875 (92.419)
Epoch: [0][3260/3789], lr: 0.00100	Time 4.725 (4.359)	Data 3.950 (3.579)	Loss 1.0153 (1.0607)	Prec@1 59.375 (66.889)	Prec@5 100.000 (92.432)
Epoch: [0][3280/3789], lr: 0.00100	Time 4.447 (4.359)	Data 3.693 (3.579)	Loss 0.2671 (1.0588)	Prec@1 93.750 (66.942)	Prec@5 100.000 (92.458)
Epoch: [0][3300/3789], lr: 0.00100	Time 4.204 (4.360)	Data 3.430 (3.579)	Loss 0.7602 (1.0571)	Prec@1 78.125 (66.976)	Prec@5 96.875 (92.482)
Epoch: [0][3320/3789], lr: 0.00100	Time 4.563 (4.359)	Data 3.792 (3.579)	Loss 0.6819 (1.0553)	Prec@1 71.875 (67.017)	Prec@5 100.000 (92.505)
Epoch: [0][3340/3789], lr: 0.00100	Time 4.453 (4.359)	Data 3.688 (3.579)	Loss 1.0424 (1.0543)	Prec@1 59.375 (67.043)	Prec@5 96.875 (92.524)
Epoch: [0][3360/3789], lr: 0.00100	Time 4.669 (4.359)	Data 3.917 (3.579)	Loss 1.0634 (1.0534)	Prec@1 56.250 (67.053)	Prec@5 96.875 (92.534)
Epoch: [0][3380/3789], lr: 0.00100	Time 4.540 (4.359)	Data 3.770 (3.579)	Loss 0.5444 (1.0521)	Prec@1 84.375 (67.094)	Prec@5 96.875 (92.554)
Epoch: [0][3400/3789], lr: 0.00100	Time 4.301 (4.358)	Data 3.510 (3.578)	Loss 1.0705 (1.0507)	Prec@1 68.750 (67.131)	Prec@5 96.875 (92.570)
Epoch: [0][3420/3789], lr: 0.00100	Time 4.434 (4.358)	Data 3.682 (3.578)	Loss 0.9209 (1.0493)	Prec@1 65.625 (67.161)	Prec@5 100.000 (92.592)
Epoch: [0][3440/3789], lr: 0.00100	Time 4.393 (4.358)	Data 3.613 (3.579)	Loss 0.7643 (1.0478)	Prec@1 81.250 (67.199)	Prec@5 96.875 (92.610)
Epoch: [0][3460/3789], lr: 0.00100	Time 4.258 (4.358)	Data 3.467 (3.578)	Loss 0.7013 (1.0467)	Prec@1 78.125 (67.234)	Prec@5 100.000 (92.626)
Epoch: [0][3480/3789], lr: 0.00100	Time 4.563 (4.359)	Data 3.783 (3.579)	Loss 0.9590 (1.0456)	Prec@1 68.750 (67.266)	Prec@5 87.500 (92.642)
Epoch: [0][3500/3789], lr: 0.00100	Time 4.256 (4.358)	Data 3.431 (3.579)	Loss 1.0913 (1.0441)	Prec@1 75.000 (67.307)	Prec@5 93.750 (92.663)
Epoch: [0][3520/3789], lr: 0.00100	Time 3.999 (4.358)	Data 3.229 (3.578)	Loss 0.8129 (1.0428)	Prec@1 75.000 (67.341)	Prec@5 93.750 (92.680)
Epoch: [0][3540/3789], lr: 0.00100	Time 4.135 (4.358)	Data 3.370 (3.579)	Loss 0.7945 (1.0412)	Prec@1 71.875 (67.387)	Prec@5 100.000 (92.701)
Epoch: [0][3560/3789], lr: 0.00100	Time 4.066 (4.359)	Data 3.290 (3.579)	Loss 0.8068 (1.0398)	Prec@1 68.750 (67.432)	Prec@5 90.625 (92.717)
Epoch: [0][3580/3789], lr: 0.00100	Time 3.800 (4.359)	Data 3.044 (3.579)	Loss 0.6087 (1.0380)	Prec@1 84.375 (67.474)	Prec@5 96.875 (92.735)
Epoch: [0][3600/3789], lr: 0.00100	Time 4.612 (4.360)	Data 3.840 (3.580)	Loss 0.9060 (1.0369)	Prec@1 78.125 (67.508)	Prec@5 96.875 (92.755)
Epoch: [0][3620/3789], lr: 0.00100	Time 4.546 (4.360)	Data 3.783 (3.580)	Loss 0.5236 (1.0355)	Prec@1 81.250 (67.538)	Prec@5 96.875 (92.766)
Epoch: [0][3640/3789], lr: 0.00100	Time 3.975 (4.360)	Data 3.196 (3.580)	Loss 0.7000 (1.0343)	Prec@1 78.125 (67.569)	Prec@5 100.000 (92.784)
Epoch: [0][3660/3789], lr: 0.00100	Time 4.563 (4.360)	Data 3.800 (3.580)	Loss 0.6639 (1.0332)	Prec@1 78.125 (67.599)	Prec@5 96.875 (92.799)
Epoch: [0][3680/3789], lr: 0.00100	Time 4.152 (4.360)	Data 3.376 (3.581)	Loss 1.0388 (1.0321)	Prec@1 56.250 (67.625)	Prec@5 87.500 (92.807)
Epoch: [0][3700/3789], lr: 0.00100	Time 4.560 (4.360)	Data 3.786 (3.581)	Loss 0.7061 (1.0310)	Prec@1 78.125 (67.652)	Prec@5 100.000 (92.817)
Epoch: [0][3720/3789], lr: 0.00100	Time 4.740 (4.360)	Data 3.981 (3.581)	Loss 1.1149 (1.0298)	Prec@1 68.750 (67.683)	Prec@5 90.625 (92.828)
Epoch: [0][3740/3789], lr: 0.00100	Time 4.679 (4.360)	Data 3.914 (3.581)	Loss 0.8567 (1.0289)	Prec@1 75.000 (67.702)	Prec@5 96.875 (92.839)
Epoch: [0][3760/3789], lr: 0.00100	Time 4.726 (4.361)	Data 3.930 (3.581)	Loss 0.4884 (1.0275)	Prec@1 87.500 (67.739)	Prec@5 96.875 (92.858)
Epoch: [0][3780/3789], lr: 0.00100	Time 4.570 (4.361)	Data 3.778 (3.581)	Loss 1.2984 (1.0262)	Prec@1 59.375 (67.776)	Prec@5 93.750 (92.874)
Test: [0/302]	Time 2.486 (2.486)	Loss 0.7791 (0.7791)	Prec@1 68.750 (68.750)	Prec@5 100.000 (100.000)
Test: [20/302]	Time 1.875 (2.197)	Loss 0.0605 (0.7159)	Prec@1 100.000 (75.893)	Prec@5 100.000 (96.726)
Test: [40/302]	Time 1.834 (2.170)	Loss 1.2092 (0.8613)	Prec@1 46.875 (68.826)	Prec@5 93.750 (96.799)
Test: [60/302]	Time 2.527 (2.140)	Loss 1.7220 (0.8860)	Prec@1 28.125 (67.674)	Prec@5 100.000 (95.902)
Test: [80/302]	Time 2.205 (2.143)	Loss 0.8983 (0.9500)	Prec@1 68.750 (66.435)	Prec@5 96.875 (95.756)
Test: [100/302]	Time 1.806 (2.162)	Loss 1.8764 (0.9383)	Prec@1 34.375 (66.925)	Prec@5 84.375 (96.009)
Test: [120/302]	Time 2.151 (2.149)	Loss 1.5409 (0.9521)	Prec@1 43.750 (66.245)	Prec@5 75.000 (95.739)
Test: [140/302]	Time 1.814 (2.141)	Loss 0.9059 (0.9436)	Prec@1 56.250 (66.356)	Prec@5 96.875 (95.855)
Test: [160/302]	Time 2.658 (2.134)	Loss 0.0315 (0.9478)	Prec@1 100.000 (66.460)	Prec@5 100.000 (95.788)
Test: [180/302]	Time 2.280 (2.135)	Loss 1.6701 (0.9648)	Prec@1 28.125 (65.642)	Prec@5 90.625 (95.684)
Test: [200/302]	Time 1.992 (2.135)	Loss 1.3190 (0.9595)	Prec@1 37.500 (66.169)	Prec@5 100.000 (95.585)
Test: [220/302]	Time 2.754 (2.134)	Loss 1.0880 (0.9893)	Prec@1 65.625 (65.328)	Prec@5 100.000 (95.701)
Test: [240/302]	Time 2.174 (2.124)	Loss 2.2715 (0.9949)	Prec@1 0.000 (65.443)	Prec@5 100.000 (95.773)
Test: [260/302]	Time 1.902 (2.115)	Loss 0.8585 (1.0083)	Prec@1 68.750 (65.014)	Prec@5 96.875 (95.450)
Test: [280/302]	Time 1.857 (2.118)	Loss 0.0012 (1.0059)	Prec@1 100.000 (64.880)	Prec@5 100.000 (95.440)
Test: [300/302]	Time 1.935 (2.121)	Loss 0.9334 (1.0251)	Prec@1 68.750 (64.338)	Prec@5 90.625 (95.193)
Testing Results: Prec@1 64.287 Prec@5 95.203 Loss 1.02623
Best Prec@1: 64.287

Epoch: [1][0/3789], lr: 0.00100	Time 5.031 (5.031)	Data 3.356 (3.356)	Loss 0.7123 (0.7123)	Prec@1 71.875 (71.875)	Prec@5 100.000 (100.000)
Epoch: [1][20/3789], lr: 0.00100	Time 3.991 (4.097)	Data 3.204 (3.271)	Loss 0.7509 (0.7996)	Prec@1 78.125 (73.810)	Prec@5 93.750 (96.875)
Epoch: [1][40/3789], lr: 0.00100	Time 3.574 (4.098)	Data 2.803 (3.293)	Loss 0.4799 (0.7649)	Prec@1 78.125 (75.000)	Prec@5 100.000 (96.418)
Epoch: [1][60/3789], lr: 0.00100	Time 4.022 (4.064)	Data 3.209 (3.267)	Loss 1.0594 (0.7777)	Prec@1 65.625 (74.334)	Prec@5 93.750 (96.363)
Epoch: [1][80/3789], lr: 0.00100	Time 4.061 (4.038)	Data 3.293 (3.247)	Loss 0.5984 (0.7671)	Prec@1 81.250 (74.807)	Prec@5 96.875 (96.219)
Epoch: [1][100/3789], lr: 0.00100	Time 3.519 (4.033)	Data 2.745 (3.243)	Loss 1.0338 (0.7796)	Prec@1 62.500 (74.412)	Prec@5 90.625 (95.823)
Epoch: [1][120/3789], lr: 0.00100	Time 4.157 (4.018)	Data 3.376 (3.230)	Loss 1.0828 (0.7764)	Prec@1 68.750 (74.225)	Prec@5 90.625 (95.739)
Epoch: [1][140/3789], lr: 0.00100	Time 3.869 (4.008)	Data 3.071 (3.220)	Loss 1.0111 (0.7672)	Prec@1 71.875 (74.690)	Prec@5 96.875 (95.966)
Epoch: [1][160/3789], lr: 0.00100	Time 4.119 (4.008)	Data 3.362 (3.221)	Loss 0.8228 (0.7666)	Prec@1 78.125 (74.709)	Prec@5 100.000 (96.118)
Epoch: [1][180/3789], lr: 0.00100	Time 3.792 (4.013)	Data 3.029 (3.226)	Loss 0.6200 (0.7701)	Prec@1 84.375 (74.706)	Prec@5 96.875 (96.029)
Epoch: [1][200/3789], lr: 0.00100	Time 3.830 (4.003)	Data 3.047 (3.217)	Loss 1.0869 (0.7753)	Prec@1 65.625 (74.378)	Prec@5 90.625 (95.989)
Epoch: [1][220/3789], lr: 0.00100	Time 3.951 (4.002)	Data 3.191 (3.216)	Loss 0.5700 (0.7765)	Prec@1 84.375 (74.392)	Prec@5 90.625 (95.928)
Epoch: [1][240/3789], lr: 0.00100	Time 4.282 (4.008)	Data 3.505 (3.223)	Loss 0.8835 (0.7705)	Prec@1 78.125 (74.572)	Prec@5 90.625 (95.954)
Epoch: [1][260/3789], lr: 0.00100	Time 3.873 (4.002)	Data 3.094 (3.218)	Loss 0.8956 (0.7675)	Prec@1 71.875 (74.617)	Prec@5 93.750 (96.001)
Epoch: [1][280/3789], lr: 0.00100	Time 3.981 (4.003)	Data 3.218 (3.218)	Loss 0.8598 (0.7711)	Prec@1 71.875 (74.511)	Prec@5 96.875 (95.941)
Epoch: [1][300/3789], lr: 0.00100	Time 3.950 (4.007)	Data 3.145 (3.222)	Loss 0.7834 (0.7697)	Prec@1 81.250 (74.616)	Prec@5 96.875 (96.003)
Epoch: [1][320/3789], lr: 0.00100	Time 3.430 (4.010)	Data 2.660 (3.226)	Loss 0.7560 (0.7682)	Prec@1 65.625 (74.591)	Prec@5 96.875 (95.931)
Epoch: [1][340/3789], lr: 0.00100	Time 4.090 (4.013)	Data 3.296 (3.229)	Loss 0.6002 (0.7665)	Prec@1 75.000 (74.633)	Prec@5 96.875 (95.977)
Epoch: [1][360/3789], lr: 0.00100	Time 4.390 (4.014)	Data 3.625 (3.230)	Loss 0.5753 (0.7667)	Prec@1 81.250 (74.593)	Prec@5 96.875 (95.983)
Epoch: [1][380/3789], lr: 0.00100	Time 3.923 (4.015)	Data 3.142 (3.231)	Loss 0.8484 (0.7664)	Prec@1 68.750 (74.418)	Prec@5 93.750 (96.055)
Epoch: [1][400/3789], lr: 0.00100	Time 4.175 (4.017)	Data 3.409 (3.233)	Loss 0.7634 (0.7663)	Prec@1 68.750 (74.369)	Prec@5 96.875 (96.096)
Epoch: [1][420/3789], lr: 0.00100	Time 4.347 (4.020)	Data 3.576 (3.237)	Loss 0.5737 (0.7655)	Prec@1 84.375 (74.369)	Prec@5 93.750 (96.081)
Epoch: [1][440/3789], lr: 0.00100	Time 3.721 (4.023)	Data 2.908 (3.240)	Loss 0.6463 (0.7636)	Prec@1 87.500 (74.511)	Prec@5 93.750 (96.053)
Epoch: [1][460/3789], lr: 0.00100	Time 4.165 (4.022)	Data 3.401 (3.239)	Loss 0.6037 (0.7630)	Prec@1 75.000 (74.559)	Prec@5 100.000 (96.041)
Epoch: [1][480/3789], lr: 0.00100	Time 4.225 (4.021)	Data 3.437 (3.238)	Loss 0.5102 (0.7624)	Prec@1 84.375 (74.610)	Prec@5 100.000 (96.017)
Epoch: [1][500/3789], lr: 0.00100	Time 4.210 (4.018)	Data 3.394 (3.236)	Loss 0.5796 (0.7650)	Prec@1 75.000 (74.445)	Prec@5 100.000 (96.014)
Epoch: [1][520/3789], lr: 0.00100	Time 3.959 (4.018)	Data 3.199 (3.236)	Loss 0.8507 (0.7630)	Prec@1 71.875 (74.490)	Prec@5 93.750 (96.065)
Epoch: [1][540/3789], lr: 0.00100	Time 4.107 (4.017)	Data 3.331 (3.234)	Loss 0.7972 (0.7647)	Prec@1 71.875 (74.445)	Prec@5 96.875 (96.026)
Epoch: [1][560/3789], lr: 0.00100	Time 3.827 (4.016)	Data 3.018 (3.233)	Loss 0.7245 (0.7628)	Prec@1 78.125 (74.593)	Prec@5 100.000 (96.017)
Epoch: [1][580/3789], lr: 0.00100	Time 3.274 (4.012)	Data 2.509 (3.230)	Loss 0.4059 (0.7621)	Prec@1 84.375 (74.613)	Prec@5 100.000 (96.074)
Epoch: [1][600/3789], lr: 0.00100	Time 3.724 (4.010)	Data 2.954 (3.228)	Loss 0.9857 (0.7608)	Prec@1 71.875 (74.667)	Prec@5 96.875 (96.069)
Epoch: [1][620/3789], lr: 0.00100	Time 3.815 (4.008)	Data 3.026 (3.226)	Loss 0.9594 (0.7609)	Prec@1 62.500 (74.628)	Prec@5 90.625 (96.080)
Epoch: [1][640/3789], lr: 0.00100	Time 4.285 (4.010)	Data 3.504 (3.229)	Loss 0.8364 (0.7600)	Prec@1 75.000 (74.683)	Prec@5 96.875 (96.041)
Epoch: [1][660/3789], lr: 0.00100	Time 3.766 (4.009)	Data 3.008 (3.227)	Loss 0.6951 (0.7596)	Prec@1 75.000 (74.721)	Prec@5 96.875 (96.062)
Epoch: [1][680/3789], lr: 0.00100	Time 3.490 (4.005)	Data 2.720 (3.223)	Loss 0.8384 (0.7596)	Prec@1 68.750 (74.660)	Prec@5 96.875 (96.095)
Epoch: [1][700/3789], lr: 0.00100	Time 4.507 (4.005)	Data 3.741 (3.224)	Loss 0.8580 (0.7596)	Prec@1 75.000 (74.630)	Prec@5 93.750 (96.108)
Epoch: [1][720/3789], lr: 0.00100	Time 3.860 (4.003)	Data 3.082 (3.222)	Loss 0.7196 (0.7587)	Prec@1 78.125 (74.640)	Prec@5 96.875 (96.104)
Epoch: [1][740/3789], lr: 0.00100	Time 4.196 (4.004)	Data 3.426 (3.223)	Loss 0.4249 (0.7568)	Prec@1 87.500 (74.688)	Prec@5 100.000 (96.145)
Epoch: [1][760/3789], lr: 0.00100	Time 3.905 (4.004)	Data 3.103 (3.223)	Loss 0.8251 (0.7577)	Prec@1 78.125 (74.737)	Prec@5 93.750 (96.136)
Epoch: [1][780/3789], lr: 0.00100	Time 3.605 (4.004)	Data 2.853 (3.222)	Loss 1.1654 (0.7575)	Prec@1 71.875 (74.748)	Prec@5 87.500 (96.087)
Epoch: [1][800/3789], lr: 0.00100	Time 4.365 (4.006)	Data 3.462 (3.225)	Loss 0.4860 (0.7560)	Prec@1 81.250 (74.785)	Prec@5 100.000 (96.099)
Epoch: [1][820/3789], lr: 0.00100	Time 3.727 (4.004)	Data 2.964 (3.222)	Loss 0.5377 (0.7548)	Prec@1 81.250 (74.802)	Prec@5 93.750 (96.099)
Epoch: [1][840/3789], lr: 0.00100	Time 3.686 (4.000)	Data 2.920 (3.219)	Loss 0.6240 (0.7553)	Prec@1 81.250 (74.837)	Prec@5 93.750 (96.084)
Epoch: [1][860/3789], lr: 0.00100	Time 3.625 (4.001)	Data 2.872 (3.219)	Loss 0.4518 (0.7527)	Prec@1 87.500 (74.927)	Prec@5 100.000 (96.098)
Epoch: [1][880/3789], lr: 0.00100	Time 4.179 (4.002)	Data 3.415 (3.220)	Loss 0.8895 (0.7521)	Prec@1 75.000 (74.961)	Prec@5 93.750 (96.119)
Epoch: [1][900/3789], lr: 0.00100	Time 3.714 (4.000)	Data 2.917 (3.219)	Loss 0.8380 (0.7522)	Prec@1 65.625 (74.955)	Prec@5 93.750 (96.105)
Epoch: [1][920/3789], lr: 0.00100	Time 3.387 (4.001)	Data 2.585 (3.220)	Loss 0.8182 (0.7537)	Prec@1 71.875 (74.908)	Prec@5 96.875 (96.084)
Epoch: [1][940/3789], lr: 0.00100	Time 3.807 (4.002)	Data 3.047 (3.221)	Loss 0.6163 (0.7530)	Prec@1 68.750 (74.924)	Prec@5 100.000 (96.078)
Epoch: [1][960/3789], lr: 0.00100	Time 3.614 (4.003)	Data 2.803 (3.222)	Loss 0.9940 (0.7537)	Prec@1 71.875 (74.889)	Prec@5 93.750 (96.095)
Epoch: [1][980/3789], lr: 0.00100	Time 3.682 (4.003)	Data 2.903 (3.221)	Loss 0.7799 (0.7533)	Prec@1 71.875 (74.895)	Prec@5 93.750 (96.104)
Epoch: [1][1000/3789], lr: 0.00100	Time 3.844 (4.003)	Data 3.079 (3.222)	Loss 0.5051 (0.7516)	Prec@1 78.125 (74.916)	Prec@5 100.000 (96.126)
Epoch: [1][1020/3789], lr: 0.00100	Time 3.817 (4.000)	Data 3.016 (3.219)	Loss 0.7302 (0.7525)	Prec@1 78.125 (74.905)	Prec@5 100.000 (96.116)
Epoch: [1][1040/3789], lr: 0.00100	Time 4.129 (4.002)	Data 3.346 (3.220)	Loss 0.7857 (0.7542)	Prec@1 71.875 (74.844)	Prec@5 96.875 (96.122)
Epoch: [1][1060/3789], lr: 0.00100	Time 4.073 (4.002)	Data 3.308 (3.220)	Loss 0.6914 (0.7554)	Prec@1 75.000 (74.829)	Prec@5 93.750 (96.115)
Epoch: [1][1080/3789], lr: 0.00100	Time 3.756 (4.002)	Data 2.969 (3.220)	Loss 0.7758 (0.7557)	Prec@1 71.875 (74.821)	Prec@5 90.625 (96.094)
Epoch: [1][1100/3789], lr: 0.00100	Time 3.714 (4.001)	Data 2.934 (3.219)	Loss 0.6351 (0.7555)	Prec@1 81.250 (74.816)	Prec@5 100.000 (96.114)
Epoch: [1][1120/3789], lr: 0.00100	Time 3.741 (4.000)	Data 2.965 (3.219)	Loss 1.0205 (0.7570)	Prec@1 68.750 (74.760)	Prec@5 93.750 (96.111)
Epoch: [1][1140/3789], lr: 0.00100	Time 4.205 (4.000)	Data 3.424 (3.218)	Loss 0.7216 (0.7574)	Prec@1 71.875 (74.764)	Prec@5 100.000 (96.111)
Epoch: [1][1160/3789], lr: 0.00100	Time 3.759 (3.999)	Data 2.969 (3.217)	Loss 0.7643 (0.7575)	Prec@1 68.750 (74.766)	Prec@5 100.000 (96.127)
Epoch: [1][1180/3789], lr: 0.00100	Time 3.837 (3.999)	Data 3.083 (3.217)	Loss 0.6848 (0.7574)	Prec@1 71.875 (74.749)	Prec@5 96.875 (96.110)
Epoch: [1][1200/3789], lr: 0.00100	Time 3.919 (4.000)	Data 3.157 (3.219)	Loss 0.7807 (0.7561)	Prec@1 68.750 (74.784)	Prec@5 100.000 (96.126)
Epoch: [1][1220/3789], lr: 0.00100	Time 4.243 (4.003)	Data 3.478 (3.222)	Loss 0.7394 (0.7543)	Prec@1 78.125 (74.849)	Prec@5 93.750 (96.135)
Epoch: [1][1240/3789], lr: 0.00100	Time 4.289 (4.003)	Data 3.523 (3.221)	Loss 0.1893 (0.7538)	Prec@1 96.875 (74.859)	Prec@5 100.000 (96.135)
Epoch: [1][1260/3789], lr: 0.00100	Time 3.674 (4.002)	Data 2.886 (3.221)	Loss 0.8852 (0.7540)	Prec@1 68.750 (74.856)	Prec@5 93.750 (96.117)
Epoch: [1][1280/3789], lr: 0.00100	Time 3.737 (4.003)	Data 2.962 (3.222)	Loss 0.8118 (0.7532)	Prec@1 78.125 (74.890)	Prec@5 93.750 (96.116)
Epoch: [1][1300/3789], lr: 0.00100	Time 3.805 (4.003)	Data 2.983 (3.222)	Loss 0.6348 (0.7530)	Prec@1 78.125 (74.885)	Prec@5 96.875 (96.114)
Epoch: [1][1320/3789], lr: 0.00100	Time 4.336 (4.003)	Data 3.570 (3.221)	Loss 0.7874 (0.7529)	Prec@1 75.000 (74.863)	Prec@5 90.625 (96.113)
Epoch: [1][1340/3789], lr: 0.00100	Time 4.057 (4.003)	Data 3.240 (3.221)	Loss 0.4499 (0.7534)	Prec@1 84.375 (74.872)	Prec@5 96.875 (96.115)
Epoch: [1][1360/3789], lr: 0.00100	Time 3.684 (4.002)	Data 2.920 (3.220)	Loss 0.9225 (0.7536)	Prec@1 71.875 (74.846)	Prec@5 96.875 (96.097)
Epoch: [1][1380/3789], lr: 0.00100	Time 4.224 (4.002)	Data 3.447 (3.220)	Loss 0.9214 (0.7540)	Prec@1 68.750 (74.828)	Prec@5 100.000 (96.088)
Epoch: [1][1400/3789], lr: 0.00100	Time 4.450 (4.002)	Data 3.656 (3.220)	Loss 0.7550 (0.7544)	Prec@1 75.000 (74.839)	Prec@5 96.875 (96.081)
Epoch: [1][1420/3789], lr: 0.00100	Time 4.207 (4.002)	Data 3.443 (3.221)	Loss 0.8175 (0.7536)	Prec@1 75.000 (74.848)	Prec@5 93.750 (96.103)
Epoch: [1][1440/3789], lr: 0.00100	Time 4.039 (4.002)	Data 3.246 (3.220)	Loss 0.8395 (0.7535)	Prec@1 78.125 (74.857)	Prec@5 90.625 (96.092)
Epoch: [1][1460/3789], lr: 0.00100	Time 3.859 (4.001)	Data 3.091 (3.220)	Loss 0.5430 (0.7538)	Prec@1 81.250 (74.857)	Prec@5 96.875 (96.086)
Epoch: [1][1480/3789], lr: 0.00100	Time 4.217 (4.002)	Data 3.417 (3.220)	Loss 0.9617 (0.7539)	Prec@1 62.500 (74.850)	Prec@5 90.625 (96.088)
Epoch: [1][1500/3789], lr: 0.00100	Time 3.923 (4.003)	Data 3.153 (3.221)	Loss 0.8122 (0.7529)	Prec@1 68.750 (74.863)	Prec@5 96.875 (96.094)
Epoch: [1][1520/3789], lr: 0.00100	Time 3.499 (4.003)	Data 2.719 (3.221)	Loss 0.6752 (0.7529)	Prec@1 78.125 (74.869)	Prec@5 96.875 (96.082)
Epoch: [1][1540/3789], lr: 0.00100	Time 3.717 (4.002)	Data 2.960 (3.220)	Loss 0.7685 (0.7522)	Prec@1 65.625 (74.870)	Prec@5 100.000 (96.094)
Epoch: [1][1560/3789], lr: 0.00100	Time 4.478 (4.002)	Data 3.699 (3.220)	Loss 1.1104 (0.7528)	Prec@1 68.750 (74.828)	Prec@5 96.875 (96.096)
Epoch: [1][1580/3789], lr: 0.00100	Time 4.274 (4.002)	Data 3.478 (3.220)	Loss 0.6608 (0.7523)	Prec@1 71.875 (74.830)	Prec@5 96.875 (96.098)
Epoch: [1][1600/3789], lr: 0.00100	Time 4.040 (4.002)	Data 3.277 (3.220)	Loss 1.1979 (0.7523)	Prec@1 65.625 (74.856)	Prec@5 96.875 (96.104)
Epoch: [1][1620/3789], lr: 0.00100	Time 3.770 (4.002)	Data 2.963 (3.220)	Loss 0.4502 (0.7522)	Prec@1 81.250 (74.865)	Prec@5 100.000 (96.098)
Epoch: [1][1640/3789], lr: 0.00100	Time 3.739 (4.002)	Data 2.976 (3.221)	Loss 0.8742 (0.7518)	Prec@1 71.875 (74.882)	Prec@5 87.500 (96.100)
Epoch: [1][1660/3789], lr: 0.00100	Time 3.792 (4.005)	Data 2.993 (3.223)	Loss 0.9058 (0.7525)	Prec@1 68.750 (74.876)	Prec@5 90.625 (96.090)
Epoch: [1][1680/3789], lr: 0.00100	Time 3.880 (4.005)	Data 3.102 (3.223)	Loss 0.5117 (0.7521)	Prec@1 81.250 (74.877)	Prec@5 96.875 (96.096)
Epoch: [1][1700/3789], lr: 0.00100	Time 4.092 (4.004)	Data 3.317 (3.222)	Loss 0.6713 (0.7514)	Prec@1 81.250 (74.888)	Prec@5 93.750 (96.100)
